estimated_values,actual_measurement,stuck_at_zero,offset,noise
-18.569607433484407,0.011209899902343,0.0,40.01120989990234,6.737937832387678
-15.548325841442933,0.021733154296874,0.0,40.021733154296875,-11.445152296722542
-19.29365217443262,0.030196472167968,0.0,40.030196472167965,-4.71339016486297
-15.08097057736597,0.037423828124998,0.0,40.037423828125,-4.291313631147419
-8.043926577874903,0.043415222167967,0.0,40.043415222167965,-10.896639951046486
-9.682912112331264,0.047895996093748,0.0,40.04789599609375,-2.350537014005238
-9.997210469665383,0.051964782714842,0.0,40.05196478271484,-2.6792873063185567
-5.114231281847621,0.055484252929685,0.0,40.05548425292969,2.0917036367953803
-3.433544871308384,0.058179748535154,0.0,40.05817974853515,-6.884550132285156
-6.800940829443967,0.059913940429685,0.0,40.05991394042969,-2.1345394572846894
-5.364897621661763,0.061510803222654,0.0,40.06151080322265,-1.162141314473357
-0.5296424469839847,0.063107666015622,0.0,40.063107666015625,-2.6375478103706884
-1.7906976065862452,0.063605895996091,0.0,40.06360589599609,0.8326248120012757
-4.732439176727743,0.063966796874997,0.0,40.063966796875,-4.158559326286254
-1.5301463994492177,0.065014343261716,0.0,40.065014343261716,2.281159396479587
-0.14182720480699795,0.06523791503906,0.0,40.06523791503906,-1.2150521239506358
-3.556947176082566,0.064774841308591,0.0,40.06477484130859,-4.928643882310229
-1.450606377549243,0.064449096679685,0.0,40.06444909667969,1.7658472212024647
2.256880809623342,0.063574035644529,0.0,40.06357403564453,11.26403003417772
-0.7007687648981511,0.062424316406247,0.0,40.06242431640624,-1.6657848321426585
-2.4829263387744662,0.061686584472654,0.0,40.06168658447265,9.233138887229211
1.3578480204951866,0.060811523437497,0.0,40.06081152343749,-6.257065982769393
0.4269992226070417,0.059524475097654,0.0,40.05952447509765,2.733240939141349
-0.9135959588951937,0.05823742675781,0.0,40.05823742675781,3.500790978831076
1.3737560248751817,0.057774353027341,0.0,40.05777435302734,0.682694091229012
